x,y
172.07000732421875,381
170.88250160217285,380.6099967956543
170.16000366210938,379.5899963378906
170.16000366210938,379.5899963378906
168.86625289916992,375.3362503051758
166.8000030517578,368.0299987792969
166.8000030517578,368.0299987792969
166.00500106811523,364.6387519836426
165.17999267578125,360.54998779296875
165.17999267578125,360.54998779296875
112.91000366210938,372.19000244140625
112.91000366210938,372.19000244140625
112.02545738220215,372.1868782043457
111.2300033569336,371.79998779296875
111.2300033569336,371.79998779296875
110.67875289916992,371.1062545776367
110.4800033569336,370.239990234375
110.4800033569336,370.239990234375
110.4800033569336,360.0299987792969
110.4800033569336,360.0299987792969
110.48750114440918,359.8450012207031
110.51000213623047,359.6600036621094
110.51000213623047,359.6600036621094
111.59625244140625,356.6074981689453
113.91999816894531,354.1099853515625
113.91999816894531,354.1099853515625
114.02999877929688,354.0262451171875
114.13999938964844,353.95001220703125
114.13999938964844,353.95001220703125
155.74000549316406,328.4599914550781
155.74000549316406,328.4599914550781
156.7487506866455,327.66124725341797
157.66000366210938,326.80999755859375
157.66000366210938,326.80999755859375
158.19375038146973,326.1100044250488
158.72000122070313,325.2900085449219
158.72000122070313,325.2900085449219
157.73250007629395,319.5612602233887
156.97000122070313,314.67999267578125
156.97000122070313,314.67999267578125
154.49999809265137,294.03749084472656
153.41000366210938,282.67999267578125
153.41000366210938,282.67999267578125
153.41000366210938,195.74000549316406
153.41000366210938,195.74000549316406
130.00999450683594,195.74000549316406
130.00999450683594,195.74000549316406
129.95499992370605,196.32875061035156
129.89999389648438,196.8800048828125
129.89999389648438,196.8800048828125
129.63875007629395,198.59000396728516
129.4600067138672,199.5500030517578
129.4600067138672,199.5500030517578
128.39125061035156,202.00250244140625
126.66999816894531,202.82000732421875
126.66999816894531,202.82000732421875
124.9449987411499,202.00750160217285
123.87999725341797,199.58999633789063
123.87999725341797,199.58999633789063
123.69250106811523,198.587495803833
123.43000030517578,196.8800048828125
123.43000030517578,196.8800048828125
123.37124919891357,196.32875061035156
123.31999969482422,195.74000549316406
123.31999969482422,195.74000549316406
121.37000274658203,195.74000549316406
121.37000274658203,195.74000549316406
121.20874977111816,196.63874626159668
121.12999725341797,197.0500030517578
